,canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
617,CC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,CHEMBL2372676,nM,1262000.0,uM,1262.0
618,CC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,CHEMBL2372724,nM,44000.0,uM,44.0
619,CC(=N)N1CCC(Oc2ccc(N(Cc3ccc4ccc(C(=N)N)cc4c3)S(=O)(=O)CC(=O)O)cc2)CC1,CHEMBL20240,nM,7.7,nM,7.7
620,CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CCNC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,CHEMBL2372680,nM,3542000.0,uM,3542.0
621,CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1cc(O)ccc1O)C(C)C)[C@@H](C)CC)C(=O)O,CHEMBL2372659,nM,2576000.0,uM,2576.0
622,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,CHEMBL273264,nM,1900.0,uM,1.9
623,CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,CHEMBL2372658,nM,2873000.0,uM,2873.0
624,CC[C@H](NC(=O)[C@@H](NC(=O)CCNC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,CHEMBL2372669,nM,821000.0,uM,821.0
625,CC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,CHEMBL2372695,nM,46000.0,uM,46.0
626,CCC(NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(C)CC)C(=O)O,CHEMBL289734,nM,49000.0,uM,49.0
627,CC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,CHEMBL2372746,nM,26000.0,uM,26.0
628,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)O)[C@@H](C)O,CHEMBL2372726,nM,17000.0,uM,17.0
629,CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,CHEMBL2372651,nM,2206000.0,uM,2206.0
630,CCC(NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,CHEMBL2372654,nM,1256000.0,uM,1256.0
631,CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CC(C)C)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,CHEMBL2372670,nM,2776000.0,uM,2776.0
632,CC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,CHEMBL2372653,nM,446000.0,uM,446.0
633,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,CHEMBL2372686,nM,13000.0,uM,13.0
634,COC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c1ccc(C)cc1,CHEMBL44752,nM,89000.0,uM,89.0
635,O=C([O-])C1O[C@@H](O[C@H]2C(O)C(NS(=O)(=O)[O-])[C@@H](O)O[C@H]2COS(=O)(=O)[O-])C(NS(=O)(=O)[O-])[C@@H](O)[C@@H]1O[C@@H]1OC(COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@@H](COS(=O)(=O)[O-])[C@@H](O)C(O)C3NS(=O)(=O)[O-])C(O)C2O)[C@H](OS(=O)(=O)[O-])C1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],CHEMBL609990,nM,130.0,uM,0.13
636,C[C@H](NC(=O)[C@@H](CO)NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL80844,nM,30000.0,uM,30.0
637,CO[C@H]1O[C@@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O[C@@H]3O[C@@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@@H](C(=O)[O-])[C@@H](O[C@H]5O[C@@H](COS(=O)(=O)[O-])[C@@H](OC)[C@H](OC)[C@H]5NS(=O)(=O)[O-])[C@H](OC)[C@H]4OC)[C@H](OS(=O)(=O)[O-])[C@H]3OS(=O)(=O)[O-])[C@H](OC)[C@H]2OS(=O)(=O)[O-])[C@@H](OC)[C@@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],CHEMBL1909451,nM,110.0,uM,0.11
638,C[C@H](NC(=O)[C@@H](CO)NC(=O)OCc1ccccc1)C(=O)NC(CCCN=C(N)N)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL311067,nM,500.0,uM,0.5
639,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N,CHEMBL273196,nM,8.0,uM,0.008
640,N=C(N)N1CCC[C@H](NC(=O)CN2CCC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)C1O,CHEMBL38927,nM,6.2,nM,6.2
641,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,CHEMBL266349,nM,69.2,nM,69.2
642,COC(=O)C(O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1,CHEMBL68169,nM,30000.0,uM,30.0
643,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCN=C(N)N,CHEMBL306644,nM,1410.0,uM,1.41
644,CCOC(=O)[C@]1(NS(=O)(=O)Cc2ccccc2)CCCN(CC(=O)N[C@H]2CCCN(C(=N)N)[C@@H]2O)C1=O,CHEMBL85282,nM,1.1,nM,1.1
645,Cl.Cl.Cn1c(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)ccc1C(=N)N,CHEMBL3215729,nM,6.2,nM,6.2
646,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCCN,CHEMBL66746,nM,330000.0,uM,330.0
647,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCN=C(N)N,CHEMBL63163,nM,154000.0,uM,154.0
648,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](CO)Cc1ccccc1,CHEMBL65897,nM,2500.0,uM,2.5
649,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCN,CHEMBL417058,nM,57100.0,uM,57.1
650,N=C(N)N1CCC[C@H](NC(=O)CN2CCC[C@@](N)(Cc3ccccc3)C2=O)[C@@H]1O,CHEMBL79467,nM,137.5,nM,137.5
651,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCN,CHEMBL68124,nM,80000.0,uM,80.0
652,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCN)C(=O)N[C@H](CO)Cc1ccccc1,CHEMBL304753,nM,100000.0,uM,100.0
653,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCN=C(N)N)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)c1nccs1,CHEMBL308232,nM,120.0,uM,0.12
654,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCN=C(N)N)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)c1nccs1,CHEMBL308232,nM,1500.0,uM,1.5
655,CCOC(=O)[C@]1(NS(=O)(=O)Cc2ccccc2)CCCN(CC(=O)N[C@H]2CCCN(C(=N)N)[C@H]2O)C1=O,CHEMBL421136,nM,64.4,nM,64.4
656,CCCCOC(=O)C(=O)C(NC(=O)[C@@H]1CC[C@H]2CN(S(=O)(=O)Cc3ccccc3)CC(=O)N21)[C@H]1CC[C@H](N)CC1,CHEMBL3084831,nM,0.1,nM,0.1
657,N=C(N)N1CCC[C@H](NC(=O)CN2CCC[C@@](N)(Cc3ccccc3)C2=O)[C@H]1O,CHEMBL82524,nM,2.07,nM,2.07
658,Cl.Cn1cc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1C(=N)N,CHEMBL543817,nM,11.0,nM,11.0
659,COC(=O)C(O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)CCCCCN,CHEMBL63629,nM,17600.0,uM,17.6
660,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCN)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)c1nccs1,CHEMBL302141,nM,7500.0,uM,7.5
661,CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(CC3=CCCCC3)C[C@H](OC)[C@H]12.Cl,CHEMBL544558,nM,170.0,uM,0.17
662,CC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccccc1,CHEMBL102589,nM,130.0,uM,0.13
663,C[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccccc1,CHEMBL415322,nM,5100.0,uM,5.1
664,CC(C)(C)OC(=O)NC(C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1cccc2ccccc12,CHEMBL105902,nM,85.0,uM,0.085
665,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)C1CCCCC1,CHEMBL319930,nM,12.0,uM,0.012
666,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccc(O)cc1,CHEMBL321322,nM,89.0,uM,0.089
667,CN[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccccc1,CHEMBL105205,nM,18.0,uM,0.018
668,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccc(F)cc1,CHEMBL102216,nM,30.0,uM,0.03
669,C[C@]1(O)CC[C@@H]2CCC(C(=O)NCc3ccc(C(=N)N)cc3)N2C1=O.Cl,CHEMBL553531,nM,270.0,uM,0.27
670,CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(Cc3ccccc3)C[C@H](OC)[C@H]12.Cl,CHEMBL542435,nM,210.0,uM,0.21
671,NC(N)=NCCC[C@@H](C=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)c1ccccc1,CHEMBL104305,nM,18.0,uM,0.018
672,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccc2ccccc2c1,CHEMBL318518,nM,18.0,uM,0.018
673,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccccc1,CHEMBL318998,nM,16.0,uM,0.016
674,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1cccc2ccccc12,CHEMBL320028,nM,23.0,uM,0.023
675,N=C(N)NCCC[C@@H](C=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H]1NCCc2ccccc21,CHEMBL105177,nM,19.0,uM,0.019
676,N=C(N)NCCC[C@@H](C=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1Cc2ccccc2CN1,CHEMBL102552,nM,25.0,uM,0.025
677,C=C(C)C[C@]1(N)C[C@H](OC)[C@@H]2[C@H](CC)CC(C(=O)NCc3ccc(C(=N)N)cc3)N2C1=O.O=C(O)/C=C/C(=O)O,CHEMBL1160757,nM,380.0,uM,0.38
678,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1cccc(C(F)(F)F)c1,CHEMBL419543,nM,27.0,uM,0.027
679,CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@@](N)(CC3=CCCCC3)C[C@H](OC)[C@H]12.Cl,CHEMBL544792,nM,7200.0,uM,7.2
680,CC(C)(C)OC(=O)NC(C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1cccc2ccccc12,CHEMBL105902,nM,55.0,uM,0.055
681,CO[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccccc1,CHEMBL177607,nM,250.0,uM,0.25
682,Cl.N=C(N)c1ccc(CNC(=O)C2CC[C@H]3CC[C@@](O)(Cc4ccccc4)C(=O)N23)cc1,CHEMBL544560,nM,20.0,uM,0.02
683,Cl.N=C(N)c1ccc(CNC(=O)C2CC[C@H]3CC[C@@](O)(Cc4ccccc4)C(=O)N23)cc1,CHEMBL544560,nM,20.0,nM,20.0
684,CO[C@H]1C[C@@](O)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)CC[C@@H]12.Cl,CHEMBL542434,nM,110.0,uM,0.11
685,CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N,CHEMBL104472,nM,45.0,uM,0.045
686,C[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccccc1,CHEMBL317856,nM,94.0,uM,0.094
687,N=C(N)N1CCC[C@H](NC(=O)C2CS[C@H]3CC[C@H](NS(=O)(=O)Cc4ccccc4)C(=O)N23)C1O,CHEMBL112727,nM,16.4,nM,16.4
688,CCCC(CCC)C(=O)N[C@@H](CC(=O)OC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N,CHEMBL141676,nM,1.2,nM,1.2
689,N=C(N)N1CCC[C@@H](C[C@@H](C=O)NC(=O)CN2CCC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)C1,CHEMBL141424,nM,0.67,nM,0.67
690,COC(=O)C[C@H](NS(=O)(=O)Cc1ccccc1)C(=O)N1CCCC1C(=O)N[C@H]1CCCN(C(=N)N)C1O,CHEMBL112931,nM,5.01,nM,5.01
691,N=C(N)NCCC[C@@H](C=O)NC(=O)CN1CCC[C@H](NS(=O)(=O)Cc2ccccc2)C1=O,CHEMBL138441,nM,12.4,nM,12.4
692,CCCC(CCC)C(=O)N[C@@H](CC(=O)OC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CC1CCCN(C(=N)N)C1,CHEMBL342838,nM,1.7,nM,1.7
693,CCCC(CCC)C(=O)N[C@@H](CC(=O)OC)C(=O)N1CCCC1C(=O)N[C@H]1CCCN(C(=N)N)C1O,CHEMBL112726,nM,1.1,nM,1.1
694,CCCC(CCC)C(=O)N[C@@H](CC(=O)OC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CC1CCCN(C(=N)N)C1,CHEMBL342838,nM,1.5,nM,1.5
695,N=C(N)N1CCC[C@H](C[C@@H](C=O)NC(=O)CN2CCC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)C1,CHEMBL342604,nM,28.8,nM,28.8
696,N=C(N)NCCC[C@@H](C=O)NC(=O)CN1CCCC[C@H](NS(=O)(=O)Cc2ccccc2)C1=O,CHEMBL344204,nM,0.71,nM,0.71
697,N=C(N)N1CCCC(C[C@@H](C=O)NC(=O)CN2CCCC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)C1,CHEMBL342914,nM,1.8,nM,1.8
698,N=C(N)N1CCCC(C[C@@H](C=O)NC(=O)CN2CCCC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)C1,CHEMBL342914,nM,0.57,nM,0.57
699,N=C(N)N1CCC[C@H](NC(=O)CN2CCC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)C1O,CHEMBL38927,nM,6.2,nM,6.2
700,CS(=O)(=O)Nc1c(CCC2CCCCC2)ccn(CC(=O)N[C@H]2CCCN(C(=N)N)C2O)c1=O,CHEMBL170338,nM,256.0,nM,256.0
701,CNS(=O)(=O)Nc1c(CCc2ccccc2)ccn(CC(=O)N[C@H]2CCCN(C(=N)N)C2O)c1=O,CHEMBL171271,nM,50.5,nM,50.5
702,N=C(N)N1CCC[C@H](NC(=O)Cn2ccc(CCc3ccccc3)c(NS(=O)(=O)c3ccccc3)c2=O)C1O,CHEMBL174431,nM,89.1,nM,89.1
703,C=CC[C@H]1C(=O)O[C@H]2CCN(C(=O)OCc3ccccc3)C21,CHEMBL435213,nM,48990.0,uM,48.99
704,N=C(N)N1CCC[C@H](NC(=O)Cn2ccc(CCc3ccccc3)c(NS(=O)(=O)CC(F)(F)F)c2=O)C1O,CHEMBL414832,nM,194.0,nM,194.0
705,N=C(N)N1CCC[C@H](NC(=O)CN2CCCC(NS(=O)(=O)Cc3ccccc3)C2=O)C1O,CHEMBL170457,nM,6.2,nM,6.2
706,C=CC[C@@H]1C(=O)O[C@H]2CCN(C(=O)OCc3ccccc3)C21,CHEMBL125796,nM,44580.0,uM,44.58
707,CS(=O)(=O)Nc1c(CCCc2ccccc2)ccn(CC(=O)N[C@H]2CCCN(C(=N)N)C2O)c1=O,CHEMBL170400,nM,203.0,nM,203.0
708,CCC[C@@H](NC(=O)N1C(=O)C(CC)(CC)[C@@H]1Oc1ccc(C(=O)N2CCN(C)CC2)cc1)c1ccc2c(c1)OCO2,CHEMBL310871,nM,78760.0,uM,78.76
709,C=CC[C@H]1C(=O)N(S(C)(=O)=O)[C@H]2CCN(C(=O)OCc3ccccc3)[C@H]12,CHEMBL2367632,nM,53170.0,uM,53.17
710,N=C(N)N1CCC[C@H](NC(=O)Cn2cccc(NS(=O)(=O)Cc3ccccc3)c2=O)C1O,CHEMBL41267,nM,0.505,nM,0.505
711,CC(=O)Nc1c(CCc2ccccc2)ccn(CC(=O)N[C@H]2CCCN(C(=N)N)C2O)c1=O,CHEMBL171122,nM,472.0,nM,472.0
712,CS(=O)(=O)Nc1c(CCc2ccccc2)ccn(CC(=O)N[C@H]2CCCN(C(=N)N)C2O)c1=O,CHEMBL353922,nM,7.95,nM,7.95
713,N=C(N)NC(=O)CCNC(=O)[C@@H]1CCCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,CHEMBL121608,nM,1100.0,uM,1.1
714,O=C(O)CN[C@H](CC1CCCCC1)C(=O)N(CC(=O)ONCCC1CCNCC1)C1CCCC1,CHEMBL339878,nM,74000.0,uM,74.0
715,N=C(N)NC(=O)CCNC(=O)[C@@H]1CCCN1C(=O)C1(O)c2ccccc2-c2ccccc21,CHEMBL333565,nM,6000.0,uM,6.0
716,C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1Cl)c1ccc2ccnc(N)c2c1,CHEMBL63041,nM,5400.0,uM,5.4
717,Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCCC(=O)N=C(N)N,CHEMBL421057,nM,1900.0,uM,1.9
718,N=C(N)NC(=O)c1ccc(NOC(=O)CN(C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)C2CCCC2)cc1,CHEMBL120012,nM,100000.0,uM,100.0
719,C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1Br)c1ccc2ccnc(N)c2c1,CHEMBL63088,nM,4800.0,uM,4.8
720,N=C(N)NC(=O)CCNOC(=O)CN(C(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C1CCCC1,CHEMBL332907,nM,240.0,uM,0.24
721,N=C(N)NCCCNC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,CHEMBL114715,nM,1300.0,uM,1.3
722,N=C(N)NCCCNOC(=O)CN(C(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C1CCCC1,CHEMBL332655,nM,110.0,uM,0.11
723,N=C(N)NC(=O)CCNC(=O)CN(C(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C1CCCC1,CHEMBL121322,nM,240.0,uM,0.24
724,NCCCCCNOC(=O)CN(C(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C1CCCC1,CHEMBL434412,nM,13500.0,uM,13.5
725,Nc1n[nH]c(CCCNOC(=O)CN(C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)C2CCCC2)n1,CHEMBL120029,nM,100000.0,uM,100.0
726,N=C(N)c1cccc(OC(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2Br)c2ccccc2)c1,CHEMBL75287,nM,8640.0,uM,8.64
727,C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1F)c1ccc2ccnc(N)c2c1,CHEMBL62288,nM,6300.0,uM,6.3
728,O=C(O)CN[C@H](CC1CCCCC1)C(=O)N(CC(=O)ONCC1CCNCC1)C1CCCC1,CHEMBL331930,nM,133000.0,uM,133.0
729,Nc1n[nH]c(CCNOC(=O)CN(C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)C2CCCC2)n1,CHEMBL421276,nM,100000.0,uM,100.0
730,N=C(N)NC(=O)CCNC(=O)CN1CCCC[C@H](NS(=O)(=O)Cc2ccccc2)C1=O,CHEMBL333098,nM,73000.0,uM,73.0
731,CCS(=O)(=O)N[C@H](CC1CCCCC1)C(=O)N1CCC[C@H]1C(=O)NCCC(=O)N=C(N)N,CHEMBL118820,nM,10000.0,uM,10.0
732,N=C(N)c1cccc(OC(C(=O)Nc2cc(Cl)c(-n3cccc3)cc2Cl)c2ccccc2)c1,CHEMBL73123,nM,4090.0,uM,4.09
733,CC(=O)N[C@H](CC1CCCCC1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)Cc1ccccc1,CHEMBL47824,nM,630.0,nM,630.0
734,NC(N)=NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1CCCCC1)C(=O)C[n+]1ccccc1,CHEMBL295863,nM,1.7,nM,1.7
735,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)C[n+]1ccccc1,CHEMBL47574,nM,2700.0,nM,2700.0
736,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccc(F)c(F)c1)NC(=O)Nc1ccc2c(CN3CCCC3)cn(Cc3c(Cl)cccc3Cl)c2c1)C(=O)NCc1ccccc1,CHEMBL428311,nM,570.0,uM,0.57
737,CC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1CCCCC1,CHEMBL297981,nM,410.0,nM,410.0
738,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccc(F)c(F)c1)NC(=O)Nc1ccc2c(CN3CCCC3)cn(Cc3c(Cl)cccc3Cl)c2c1)C(=O)NCc1ccncc1,CHEMBL267059,nM,1060.0,uM,1.06
739,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)Nc1ccc2c(CN3CCCC3)cn(Cc3ccc(F)cc3)c2c1)C(=O)NCc1ccccc1,CHEMBL275946,nM,13300.0,uM,13.3
740,NCC[C@H](NC(=O)[C@H](Cc1ccc(F)c(F)c1)NC(=O)Nc1ccc2c(CN3CCCC3)nn(Cc3c(Cl)cccc3Cl)c2c1)C(=O)NCc1ccccc1,CHEMBL7642,nM,370.0,uM,0.37
741,COc1ccc(C[C@H](NC(=O)Nc2ccc3c(CNC4CCCC4)cn(Cc4ccc(F)cc4)c3c2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCc2ccccc2)cc1,CHEMBL7627,nM,17800.0,uM,17.8
742,CC(=O)N[C@H](CC1CCCCC1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)C[n+]1ccccc1,CHEMBL294946,nM,180.0,nM,180.0
743,COc1ccc(C[C@H](NC(=O)Nc2ccc3c(CN4CCCC4)cn(Cc4c(Cl)cccc4Cl)c3c2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCc2ccccc2)cc1,CHEMBL7610,nM,900.0,uM,0.9
744,COc1ccc(C[C@H](NC(=O)Nc2ccc3c(CN4CCCC4)cn(Cc4ccc(OC(F)(F)F)cc4)c3c2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCc2ccccc2)cc1,CHEMBL268328,nM,18200.0,uM,18.2
745,NC(CCN[C@H](NC(=O)[C@H](Cc1ccc(F)c(F)c1)NC(=O)Nc1ccc2c(CN3CCCC3)cn(Cc3c(Cl)cccc3Cl)c2c1)C(=O)NCc1ccccc1)C(=O)O,CHEMBL275003,nM,340.0,uM,0.34
746,COc1ccc(C[C@H](NC(=O)Nc2ccc3c(CN4CCCC4)cn(Cc4ccc(F)cc4)c3c2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCc2ccccc2)cc1,CHEMBL269345,nM,2320.0,uM,2.32
747,NC(N)=NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1CCCCC1)C(=O)Cc1ccccc1,CHEMBL44980,nM,9.9,nM,9.9
748,N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)c2cccc3cccnc23)CC1=O)C(=O)c1nccs1,CHEMBL355376,nM,569.0,nM,569.0
749,N=C(N)NCCC[C@@H](NC(=O)CN1CCN(S(=O)(=O)Cc2ccccc2)CC1=O)C(=O)c1nccs1,CHEMBL162461,nM,390.0,nM,390.0
750,N#Cc1ccc(S(=O)(=O)N2CCN(CC(=O)NC(CCCNC(=N)N)C(=O)c3nccs3)C(=O)C2)cc1,CHEMBL164481,nM,3000.0,nM,3000.0
751,CCOc1ccc(-c2ccc(C(=O)NC(/C=C/c3ccccc3)C(Cc3cccc(C(=N)N)c3)C(=O)OC)cc2)cc1,CHEMBL140719,nM,2000.0,uM,2.0
752,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1,CHEMBL138610,nM,18000.0,uM,18.0
